#name	chrom	strand	txStart	txEnd
ENSMUST00000112872_at	chr2	+	38853838	38857102
ENSMUST00000080861_at	chr2	-	38857100	38860651
ENSMUST00000112862_at	chr2	+	38863595	38871397
ENSMUST00000090993_at	chr2	+	38863635	38871396
ENSMUST00000039165_at	chr2	-	38872024	38920926
ENSMUST00000112850_at	chr2	-	38872024	38920926
ENSMUST00000083193_at	chr2	+	38883296	38883403
ENSMUST00000121253_at	chr2	-	39016770	39017509
ENSMUST00000121167_at	chr2	-	39072451	39072814
ENSMUST00000117490_at	chr2	-	39092415	39092961
ENSMUST00000121053_at	chr2	+	39129625	39130390
ENSMUST00000120391_at	chr2	+	39250932	39255250
ENSMUST00000118166_at	chr2	-	39380392	39380875
ENSMUST00000117649_at	chr2	-	39413661	39414253
ENSMUST00000120896_at	chr2	+	39430149	39431246
ENSMUST00000118708_at	chr2	-	39983023	39983380
ENSMUST00000100133_at	chr2	-	39983023	39983380
ENSMUST00000117885_at	chr2	+	40032541	40032975
ENSMUST00000118239_at	chr2	-	40033785	40034152
ENSMUST00000118767_at	chr2	+	40142681	40143198
ENSMUST00000118928_at	chr2	+	40411271	40412636
ENSMUST00000116745_at	chr2	+	40411317	40411396
ENSMUST00000100131_at	chr2	-	40451053	40470635
ENSMUST00000121472_at	chr2	+	40813910	40814871
ENSMUST00000121274_at	chr2	+	40854376	40854729
ENSMUST00000120980_at	chr2	-	41842992	41844349
ENSMUST00000119020_at	chr2	+	41980140	41980373
ENSMUST00000104163_at	chr2	+	42664554	42664686
ENSMUST00000119418_at	chr2	-	43373985	43374918
ENSMUST00000050511_at	chr2	+	43410848	43490541
ENSMUST00000121620_at	chr2	+	44643784	44646471
ENSMUST00000064026_at	chr2	+	44967779	44969602
ENSMUST00000119290_at	chr2	+	45184751	45184985
ENSMUST00000118312_at	chr2	+	45502710	45503123
ENSMUST00000121515_at	chr2	+	45664991	45665990
ENSMUST00000118231_at	chr2	-	46261739	46262089
ENSMUST00000118017_at	chr2	+	47472604	47473049
ENSMUST00000122057_at	chr2	+	47995665	47996098
ENSMUST00000119842_at	chr2	+	48154427	48154681
ENSMUST00000116849_at	chr2	-	48239738	48239858
ENSMUST00000120948_at	chr2	+	48243556	48243870
ENSMUST00000121234_at	chr2	-	48665106	48666075
ENSMUST00000112783_at	chr2	+	48669676	48757683
ENSMUST00000063886_at	chr2	+	48669676	48757683
ENSMUST00000090976_at	chr2	-	48787479	48804754
ENSMUST00000118659_at	chr2	+	49040537	49040966
ENSMUST00000119733_at	chr2	+	49163674	49164982
ENSMUST00000121639_at	chr2	-	49182896	49183671
ENSMUST00000104581_at	chr2	-	49253914	49254045
ENSMUST00000092123_at	chr2	+	49307035	49406703
ENSMUST00000102770_at	chr2	+	49307199	49406703
ENSMUST00000120607_at	chr2	+	49536018	49536496
ENSMUST00000102769_at	chr2	-	50135402	50152197
ENSMUST00000028104_at	chr2	-	50135402	50148769
ENSMUST00000119910_at	chr2	+	50264851	50265133
ENSMUST00000120419_at	chr2	-	50377201	50377380
ENSMUST00000122240_at	chr2	-	50377643	50378507
ENSMUST00000120738_at	chr2	-	50513175	50513587
ENSMUST00000119159_at	chr2	+	50765203	50767369
ENSMUST00000119348_at	chr2	+	51087506	51088330
ENSMUST00000104138_at	chr2	-	51349172	51349299
ENSMUST00000120828_at	chr2	+	51400494	51401590
ENSMUST00000118267_at	chr2	-	51459633	51459868
ENSMUST00000070028_at	chr2	+	51483030	51483927
ENSMUST00000119772_at	chr2	-	51673424	51674089
ENSMUST00000075723_at	chr2	-	51726643	51727138
ENSMUST00000120318_at	chr2	-	51726645	51727138
ENSMUST00000102767_at	chr2	-	51779967	51790527
ENSMUST00000102768_at	chr2	-	51779967	51790683
ENSMUST00000039138_at	chr2	-	51779976	51790683
ENSMUST00000121156_at	chr2	-	51793652	51794189
ENSMUST00000028314_at	chr2	-	51804024	51828616
ENSMUST00000112705_at	chr2	-	51804024	51828523
ENSMUST00000112693_at	chr2	+	51928351	51977580
ENSMUST00000112692_at	chr2	+	51928351	51977580
ENSMUST00000069794_at	chr2	+	51928361	51977903
ENSMUST00000100112_at	chr2	-	51992777	52032390
ENSMUST00000069592_at	chr2	-	52077300	52126970
ENSMUST00000028318_at	chr2	-	52097548	52126696
ENSMUST00000118922_at	chr2	-	52217149	52218015
ENSMUST00000036541_at	chr2	-	52253470	52280394
ENSMUST00000119519_at	chr2	+	52407488	52407771
ENSMUST00000026219_at	chr2	+	52475251	52476121
ENSMUST00000100092_at	chr2	-	52595231	52601214
ENSMUST00000050719_at	chr2	+	52964523	52987842
ENSMUST00000076313_at	chr2	-	52997508	53050221
ENSMUST00000028336_at	chr2	+	53051144	53077478
ENSMUST00000118477_at	chr2	-	53256542	53257521
ENSMUST00000119017_at	chr2	+	53410959	53411405
ENSMUST00000121574_at	chr2	-	53555154	53555838
ENSMUST00000094311_at	chr2	-	53555154	53555838
ENSMUST00000100089_at	chr2	-	53936503	53937963
ENSMUST00000082662_at	chr2	+	53952840	53952973
ENSMUST00000121666_at	chr2	+	54092979	54093796
ENSMUST00000117596_at	chr2	+	54136525	54138000
ENSMUST00000120147_at	chr2	-	54208751	54209302
ENSMUST00000117686_at	chr2	+	55144475	55145501
ENSMUST00000096563_at	chr2	+	55289530	55290470
ENSMUST00000120782_at	chr2	+	55627958	55629453
ENSMUST00000120242_at	chr2	-	55823105	55825405
ENSMUST00000120018_at	chr2	+	55892263	55892496
ENSMUST00000120500_at	chr2	+	56706143	56706415
ENSMUST00000117926_at	chr2	+	56932158	56932849
ENSMUST00000104786_at	chr2	+	56957066	56957156
ENSMUST00000112629_at	chr2	-	56959240	56976414
ENSMUST00000112627_at	chr2	-	56959909	56965483
ENSMUST00000067024_at	chr2	-	56959927	56976552
ENSMUST00000028166_at	chr2	-	56960566	56967666
ENSMUST00000117970_at	chr2	-	57066464	57066653
ENSMUST00000067049_at	chr2	-	57088777	57090919
ENSMUST00000118714_at	chr2	-	57124974	57128097
ENSMUST00000100086_at	chr2	-	57277553	57277793
ENSMUST00000121893_at	chr2	-	57277577	57278120
ENSMUST00000120373_at	chr2	-	57481399	57481639
ENSMUST00000121104_at	chr2	-	57496058	57496235
ENSMUST00000112616_at	chr2	+	57850294	57892289
ENSMUST00000028171_at	chr2	+	57850294	57898271
ENSMUST00000090940_at	chr2	-	57897550	57905254
ENSMUST00000090939_at	chr2	-	57900300	57905254
ENSMUST00000055280_at	chr2	+	57960447	57962961
ENSMUST00000121169_at	chr2	+	57960470	57960983
ENSMUST00000028175_at	chr2	-	57985179	58012533
ENSMUST00000100085_at	chr2	-	58124232	58177218
ENSMUST00000119044_at	chr2	+	58190757	58191239
ENSMUST00000120476_at	chr2	+	58593049	58593912
ENSMUST00000102755_at	chr2	+	58607597	58643646
ENSMUST00000059102_at	chr2	+	58607597	58643646
ENSMUST00000112596_at	chr2	+	58607597	58644241
ENSMUST00000121865_at	chr2	+	58746450	58746779
ENSMUST00000112589_at	chr2	+	58759369	58760029
ENSMUST00000120771_at	chr2	-	58811085	58812118
ENSMUST00000118185_at	chr2	-	58986155	58986680
ENSMUST00000121286_at	chr2	+	59234544	59234974
ENSMUST00000118339_at	chr2	-	59237042	59237838
ENSMUST00000028369_at	chr2	+	59322725	59343075
ENSMUST00000118837_at	chr2	-	59402324	59402741
ENSMUST00000116952_at	chr2	-	59654031	59654121
ENSMUST00000100082_at	chr2	+	59681295	59682180
ENSMUST00000028368_at	chr2	-	59690423	59720641
ENSMUST00000102751_at	chr2	-	59693243	59720604
ENSMUST00000112561_at	chr2	-	59708394	59720641
ENSMUST00000120482_at	chr2	-	59830007	59830401
ENSMUST00000119390_at	chr2	+	59972111	59973106
ENSMUST00000067542_at	chr2	+	60047986	60086014
ENSMUST00000102748_at	chr2	+	60047986	60086014
ENSMUST00000102747_at	chr2	+	60048129	60086030
ENSMUST00000028356_at	chr2	-	60090049	60122181
ENSMUST00000074606_at	chr2	-	60090049	60122181
ENSMUST00000116410_at	chr2	-	60113000	60113631
ENSMUST00000100079_at	chr2	-	60177409	60221321
ENSMUST00000117428_at	chr2	+	60415593	60416735
ENSMUST00000118026_at	chr2	-	60434104	60434351
ENSMUST00000059888_at	chr2	-	60436349	60511718
ENSMUST00000116897_at	chr2	-	60792116	60792190
ENSMUST00000100075_at	chr2	-	60803827	60806170
ENSMUST00000118519_at	chr2	-	60868407	60869027
ENSMUST00000120675_at	chr2	+	61062848	61063139
ENSMUST00000104276_at	chr2	+	61118334	61118466
ENSMUST00000112499_at	chr2	+	61431183	61467422
ENSMUST00000119435_at	chr2	-	61544949	61545648
ENSMUST00000048934_at	chr2	+	61642670	61652168
ENSMUST00000102737_at	chr2	+	61644374	61652168
ENSMUST00000121668_at	chr2	-	61808410	61808729
ENSMUST00000047812_at	chr2	-	62169796	62250139
ENSMUST00000102733_at	chr2	-	62312586	62321710
ENSMUST00000112459_at	chr2	-	62434959	62484218
ENSMUST00000028259_at	chr2	-	62434959	62484218
ENSMUST00000120183_at	chr2	-	62506839	62508427
ENSMUST00000104358_at	chr2	-	62640545	62640681
ENSMUST00000083903_at	chr2	-	63270144	63270251
ENSMUST00000121365_at	chr2	-	64312801	64313014
ENSMUST00000120851_at	chr2	-	64407919	64408697
ENSMUST00000120849_at	chr2	-	64706055	64706645
ENSMUST00000112441_at	chr2	-	64750541	64813676
ENSMUST00000028252_at	chr2	-	64750541	64860831
ENSMUST00000118148_at	chr2	+	65115473	65116483
ENSMUST00000121329_at	chr2	-	65134234	65135426
ENSMUST00000112418_at	chr2	-	65154689	65202083
ENSMUST00000112419_at	chr2	-	65154689	65202083
ENSMUST00000112420_at	chr2	-	65154689	65202083
ENSMUST00000052111_at	chr2	-	65154878	65202083
ENSMUST00000080413_at	chr2	-	65192922	65202083
ENSMUST00000112416_at	chr2	-	65192922	65202083
ENSMUST00000112407_at	chr2	-	65346333	65364684
ENSMUST00000112399_at	chr2	+	65519109	65521927
ENSMUST00000064954_at	chr2	-	65690464	65698676
ENSMUST00000120600_at	chr2	-	65983710	65983932
ENSMUST00000090886_at	chr2	-	66022387	66035976
ENSMUST00000077489_at	chr2	-	66108840	66189252
ENSMUST00000094951_at	chr2	-	66110940	66189234
ENSMUST00000118070_at	chr2	-	66285092	66285464
ENSMUST00000084599_at	chr2	-	66285092	66285464
ENSMUST00000119700_at	chr2	-	66367470	66368803
ENSMUST00000117949_at	chr2	+	66701318	66702832
ENSMUST00000122405_at	chr2	+	66780614	66781107
ENSMUST00000100061_at	chr2	+	67022493	67022967
ENSMUST00000112347_at	chr2	+	67284058	67364671
ENSMUST00000028410_at	chr2	+	67284058	67364663
ENSMUST00000119332_at	chr2	-	67545346	67545828
ENSMUST00000119404_at	chr2	+	67604033	67604116
ENSMUST00000117875_at	chr2	+	67919847	67920386
ENSMUST00000042456_at	chr2	+	67942727	67958571
ENSMUST00000112346_at	chr2	+	67955784	67960746
ENSMUST00000118172_at	chr2	+	67973720	67974669
ENSMUST00000112337_at	chr2	+	68142910	68149176
ENSMUST00000094035_at	chr2	+	68392557	68393807
ENSMUST00000121239_at	chr2	+	68392611	68392986
ENSMUST00000066615_at	chr2	+	68420469	68454520
ENSMUST00000102713_at	chr2	+	68420469	68454520
ENSMUST00000112332_at	chr2	+	68495969	68506846
ENSMUST00000112333_at	chr2	+	68497898	68506651
ENSMUST00000119276_at	chr2	+	68669073	68669463
ENSMUST00000041865_at	chr2	+	68973879	69027382
ENSMUST00000112320_at	chr2	-	69031951	69044192
ENSMUST00000112319_at	chr2	-	69031952	69044214
ENSMUST00000005365_at	chr2	-	69031952	69044214
ENSMUST00000112317_at	chr2	+	69058054	69066045
ENSMUST00000005364_at	chr2	+	69058054	69066045
ENSMUST00000102709_at	chr2	-	69076345	69180657
ENSMUST00000102710_at	chr2	-	69076347	69180673
ENSMUST00000117306_at	chr2	+	69167795	69168298
ENSMUST00000063690_at	chr2	+	69218518	69241143
ENSMUST00000100051_at	chr2	-	69344260	69424086
ENSMUST00000092551_at	chr2	-	69365233	69424086
ENSMUST00000112285_at	chr2	+	69485311	69505626
ENSMUST00000112286_at	chr2	+	69485311	69505626
ENSMUST00000074963_at	chr2	+	69485311	69505626
ENSMUST00000100050_at	chr2	+	69508182	69522296
ENSMUST00000073152_at	chr2	-	69524882	69550663
ENSMUST00000102706_at	chr2	-	69524993	69550518
ENSMUST00000090858_at	chr2	+	69560861	69592069
ENSMUST00000116494_at	chr2	+	69561103	69587516
ENSMUST00000040915_at	chr2	+	69561144	69592116
ENSMUST00000120658_at	chr2	-	69575413	69575846
ENSMUST00000118359_at	chr2	+	69604238	69604863
ENSMUST00000112266_at	chr2	+	69627706	69635280
ENSMUST00000028494_at	chr2	+	69627793	69635225
ENSMUST00000120263_at	chr2	-	69637207	69637669
ENSMUST00000100047_at	chr2	-	69637207	69637669
ENSMUST00000053087_at	chr2	+	69660529	69674705
ENSMUST00000090851_at	chr2	+	69699636	69709843
ENSMUST00000090852_at	chr2	+	69699636	69709843
ENSMUST00000112260_at	chr2	+	69699742	69705609
ENSMUST00000060447_at	chr2	-	69709270	69723654
ENSMUST00000112258_at	chr2	-	69715804	69723661
ENSMUST00000050458_at	chr2	+	69735539	69776467
ENSMUST00000112240_at	chr2	+	69877182	69965428
ENSMUST00000061905_at	chr2	+	70297032	70297621
ENSMUST00000100043_at	chr2	+	70312979	70315783
ENSMUST00000100041_at	chr2	+	70346875	70378941
ENSMUST00000094934_at	chr2	+	70400220	70440069
ENSMUST00000120668_at	chr2	+	70694745	70695643
ENSMUST00000100037_at	chr2	-	70802617	70893640
ENSMUST00000112179_at	chr2	-	70802621	70893640
ENSMUST00000064905_at	chr2	-	70802621	70893640
ENSMUST00000112186_at	chr2	-	70802621	70893640
ENSMUST00000038328_at	chr2	-	70802854	70893584
ENSMUST00000121586_at	chr2	-	70803493	70856431
ENSMUST00000090849_at	chr2	-	70818116	70893640
ENSMUST00000112154_at	chr2	+	70956108	70979605
ENSMUST00000028403_at	chr2	+	70956108	70979605
ENSMUST00000104994_at	chr2	-	71046314	71046368
ENSMUST00000104993_at	chr2	+	71047531	71047588
ENSMUST00000112142_at	chr2	+	71049762	71101355
ENSMUST00000112140_at	chr2	+	71049797	71101360
ENSMUST00000112139_at	chr2	+	71049797	71101351
ENSMUST00000112138_at	chr2	+	71049814	71101348
ENSMUST00000081710_at	chr2	+	71050028	71101356
ENSMUST00000100028_at	chr2	+	71050028	71101356
ENSMUST00000112144_at	chr2	+	71050028	71101356
ENSMUST00000112136_at	chr2	+	71050048	71101360
ENSMUST00000117993_at	chr2	+	71157839	71158312
ENSMUST00000112122_at	chr2	+	71227014	71279679
ENSMUST00000028408_at	chr2	+	71227313	71279679
ENSMUST00000079844_at	chr2	-	71250587	71250974
ENSMUST00000121697_at	chr2	-	71250593	71250974
ENSMUST00000037119_at	chr2	+	71367501	71372037
ENSMUST00000100027_at	chr2	-	71375685	71375939
ENSMUST00000024159_at	chr2	-	71381465	71384811
ENSMUST00000118020_at	chr2	-	71600294	71600824
ENSMUST00000112101_at	chr2	+	71624996	71694828
ENSMUST00000036783_at	chr2	+	71624996	71694815
ENSMUST00000028522_at	chr2	+	71625139	71694815
ENSMUST00000006669_at	chr2	+	71711328	71740731
ENSMUST00000121019_at	chr2	+	72198303	72198599
ENSMUST00000069280_at	chr2	+	72314275	72324947
ENSMUST00000102691_at	chr2	+	72314275	72324947
ENSMUST00000118906_at	chr2	+	72383268	72383669
ENSMUST00000121450_at	chr2	-	72408537	72408879
ENSMUST00000100019_at	chr2	-	72408537	72408879
ENSMUST00000118184_at	chr2	+	72470326	72471483
ENSMUST00000060375_at	chr2	+	72471904	72472482
ENSMUST00000120282_at	chr2	+	72471992	72472664
ENSMUST00000100018_at	chr2	-	72774491	72817048
ENSMUST00000066003_at	chr2	-	72774491	72819035
ENSMUST00000102689_at	chr2	-	72774491	72819035
ENSMUST00000118080_at	chr2	+	72793954	72794251
ENSMUST00000112062_at	chr2	-	72809604	72824773
ENSMUST00000077161_at	chr2	+	72817530	72826646
ENSMUST00000120830_at	chr2	+	72954804	72955332
ENSMUST00000077534_at	chr2	+	72954804	72955332
ENSMUST00000120032_at	chr2	+	72969801	72970600
ENSMUST00000117304_at	chr2	+	73014667	73015012
ENSMUST00000090813_at	chr2	+	73109988	73113607
ENSMUST00000112050_at	chr2	+	73150710	73158853
ENSMUST00000090811_at	chr2	+	73150715	73173938
ENSMUST00000112044_at	chr2	-	73180014	73224469
ENSMUST00000112043_at	chr2	-	73181046	73224500
ENSMUST00000112045_at	chr2	-	73181513	73224455
ENSMUST00000076463_at	chr2	-	73181513	73224455
ENSMUST00000112042_at	chr2	-	73185788	73224455
ENSMUST00000048504_at	chr2	-	73188948	73224455
ENSMUST00000102679_at	chr2	-	73270203	73292036
ENSMUST00000028515_at	chr2	-	73403855	73418395
ENSMUST00000102677_at	chr2	-	73450397	73497988
ENSMUST00000070579_at	chr2	-	73450942	73463797
ENSMUST00000118445_at	chr2	+	73647218	73647482
ENSMUST00000100007_at	chr2	-	73675472	73730612
ENSMUST00000100005_at	chr2	+	73731052	73738907
ENSMUST00000111996_at	chr2	-	73746503	73749382
ENSMUST00000018914_at	chr2	-	73746505	73749360
ENSMUST00000119237_at	chr2	-	73797725	73798721
ENSMUST00000100004_at	chr2	-	73838535	73838744
ENSMUST00000111993_at	chr2	-	74352892	74417001
ENSMUST00000064503_at	chr2	-	74352892	74417001
ENSMUST00000102676_at	chr2	-	74360096	74416280
ENSMUST00000100003_at	chr2	-	74429386	74429966
ENSMUST00000083303_at	chr2	+	74462698	74462805
ENSMUST00000117554_at	chr2	+	74469896	74470355
ENSMUST00000111990_at	chr2	-	74493506	74497614
ENSMUST00000001867_at	chr2	-	74493672	74497614
ENSMUST00000001872_at	chr2	+	74506366	74509655
ENSMUST00000001878_at	chr2	+	74513086	74515762
ENSMUST00000122540_at	chr2	+	74514009	74514094
ENSMUST00000048086_at	chr2	+	74520449	74525073
ENSMUST00000061745_at	chr2	+	74530026	74533160
ENSMUST00000059272_at	chr2	+	74535817	74538263
ENSMUST00000111987_at	chr2	+	74542673	74545364
ENSMUST00000074721_at	chr2	+	74543208	74545364
ENSMUST00000019749_at	chr2	+	74543545	74545364
ENSMUST00000064205_at	chr2	-	74548100	74550583
ENSMUST00000009350_at	chr2	-	74551182	74554041
ENSMUST00000047904_at	chr2	+	74560034	74567217
ENSMUST00000083566_at	chr2	+	74564126	74564194
ENSMUST00000111980_at	chr2	+	74565130	74567150
ENSMUST00000100000_at	chr2	-	74588178	74588556
ENSMUST00000047793_at	chr2	+	74601036	74603198
ENSMUST00000121240_at	chr2	+	74693762	74694368
ENSMUST00000117183_at	chr2	-	74724428	74725063
ENSMUST00000122625_at	chr2	-	74773471	74773571
ENSMUST00000118499_at	chr2	-	75029129	75029879
ENSMUST00000071948_at	chr2	-	75029129	75029879
ENSMUST00000078622_at	chr2	+	75030314	75030848
ENSMUST00000122260_at	chr2	+	75030333	75030816
ENSMUST00000119695_at	chr2	-	75470694	75471439
ENSMUST00000102672_at	chr2	-	75513570	75542561
ENSMUST00000122366_at	chr2	+	75646414	75646871
ENSMUST00000120947_at	chr2	-	75660084	75660850
ENSMUST00000111952_at	chr2	+	75670245	75733235
ENSMUST00000099996_at	chr2	-	75773905	75776642
ENSMUST00000099995_at	chr2	-	75813796	75816227
ENSMUST00000099994_at	chr2	-	75816303	75820024
ENSMUST00000111947_at	chr2	-	75828778	75844098
ENSMUST00000028430_at	chr2	-	76191999	76198505
ENSMUST00000046389_at	chr2	+	76208068	76221822
ENSMUST00000104532_at	chr2	-	76353142	76353249
ENSMUST00000002808_at	chr2	-	76467997	76486072
ENSMUST00000099986_at	chr2	+	76488329	76496613
ENSMUST00000002809_at	chr2	-	76501103	76511127
ENSMUST00000111920_at	chr2	+	76513337	76534885
ENSMUST00000002810_at	chr2	+	76513351	76534629
ENSMUST00000111833_at	chr2	-	77000224	77008674
ENSMUST00000117729_at	chr2	-	77094047	77094480
ENSMUST00000119086_at	chr2	+	77129387	77130497
ENSMUST00000122325_at	chr2	+	77173415	77174021
ENSMUST00000065889_at	chr2	-	77733709	77784240
ENSMUST00000111819_at	chr2	-	77733822	77784240
ENSMUST00000111818_at	chr2	-	77733824	77784410
ENSMUST00000111821_at	chr2	-	77733824	77784356
ENSMUST00000121278_at	chr2	-	77800325	77801119
ENSMUST00000119852_at	chr2	-	78067204	78067639
ENSMUST00000121511_at	chr2	-	78352854	78353493
ENSMUST00000119658_at	chr2	+	78437825	78439079
ENSMUST00000121117_at	chr2	+	78497585	78498083
ENSMUST00000117195_at	chr2	+	78560593	78560866
ENSMUST00000120765_at	chr2	-	78685442	78685610
ENSMUST00000028398_at	chr2	+	78709203	78760739
ENSMUST00000121433_at	chr2	+	78709834	78760454
ENSMUST00000119028_at	chr2	-	78862977	78863428
ENSMUST00000118363_at	chr2	-	78878689	78878891
ENSMUST00000120603_at	chr2	-	79001185	79001752
ENSMUST00000028395_at	chr2	+	79095796	79166772
ENSMUST00000099974_at	chr2	-	79171923	79269111
ENSMUST00000122056_at	chr2	+	79200021	79200552
ENSMUST00000066625_at	chr2	+	79250310	79252583
ENSMUST00000111798_at	chr2	+	79285549	79298124
ENSMUST00000041099_at	chr2	-	79292797	79296793
ENSMUST00000088056_at	chr2	-	79294200	79295194
ENSMUST00000028393_at	chr2	+	79475581	79503459
ENSMUST00000111788_at	chr2	+	79475582	79513123
ENSMUST00000111784_at	chr2	+	79475696	79513119
ENSMUST00000111785_at	chr2	+	79475696	79513119
ENSMUST00000090756_at	chr2	-	79699181	79748556
ENSMUST00000102652_at	chr2	-	79699182	79748556
ENSMUST00000102651_at	chr2	-	79699182	79748556
ENSMUST00000121276_at	chr2	+	79972086	79972909
ENSMUST00000057072_at	chr2	+	80132631	80135513
ENSMUST00000028392_at	chr2	+	80155622	80194212
ENSMUST00000028389_at	chr2	-	80252328	80287223
ENSMUST00000119857_at	chr2	+	80339386	80339668
ENSMUST00000119360_at	chr2	-	80389868	80390553
ENSMUST00000082735_at	chr2	+	80398841	80398944
ENSMUST00000121557_at	chr2	+	80442889	80443497
ENSMUST00000028384_at	chr2	+	80457370	80471818
ENSMUST00000099968_at	chr2	-	80469437	80469725
ENSMUST00000118989_at	chr2	-	80469440	80469725
ENSMUST00000111755_at	chr2	+	80479022	80500228
ENSMUST00000028382_at	chr2	+	80479022	80500228
ENSMUST00000104216_at	chr2	+	80547745	80547872
ENSMUST00000081067_at	chr2	+	80677251	80678920
ENSMUST00000083207_at	chr2	+	80690444	80690575
ENSMUST00000118624_at	chr2	-	80701311	80702439
ENSMUST00000118509_at	chr2	+	80730262	80734598
ENSMUST00000117618_at	chr2	-	80748897	80749512
ENSMUST00000118105_at	chr2	-	80817994	80818295
ENSMUST00000083327_at	chr2	-	80824239	80824346
ENSMUST00000120739_at	chr2	-	81962673	81963268
ENSMUST00000120616_at	chr2	+	82347372	82347901
ENSMUST00000122185_at	chr2	-	82384088	82384679
ENSMUST00000118926_at	chr2	+	82463369	82463709
ENSMUST00000111753_at	chr2	+	82783790	82791101
ENSMUST00000050548_at	chr2	+	82817104	82819133
ENSMUST00000099964_at	chr2	+	82821583	82825244
ENSMUST00000119790_at	chr2	-	83193313	83194106
ENSMUST00000117524_at	chr2	+	83234336	83235038
ENSMUST00000117925_at	chr2	+	83268858	83269068
ENSMUST00000119497_at	chr2	+	83292020	83298716
ENSMUST00000122462_at	chr2	-	83378691	83378832
ENSMUST00000118734_at	chr2	-	83584640	83585893
ENSMUST00000051454_at	chr2	+	83652884	83721515
ENSMUST00000038223_at	chr2	-	83755235	83781383
ENSMUST00000099953_at	chr2	+	83795849	83798342
ENSMUST00000099952_at	chr2	+	83801659	83804152
ENSMUST00000099951_at	chr2	+	83807469	83809962
ENSMUST00000108749_at	chr2	+	83807469	83809275
ENSMUST00000099950_at	chr2	+	83813279	83815772
ENSMUST00000111733_at	chr2	+	83819089	83821582
ENSMUST00000111730_at	chr2	+	83824092	83833780
ENSMUST00000099948_at	chr2	+	83824899	83827392
ENSMUST00000099947_at	chr2	+	83830709	83833202
ENSMUST00000120774_at	chr2	-	83874399	83874770
ENSMUST00000118542_at	chr2	+	83985046	83985871
ENSMUST00000119708_at	chr2	-	84157495	84158468
ENSMUST00000099944_at	chr2	-	84170790	84217144
ENSMUST00000074262_at	chr2	-	84172736	84265424
ENSMUST00000111711_at	chr2	-	84280296	84316905
ENSMUST00000111714_at	chr2	-	84280296	84316920
ENSMUST00000090732_at	chr2	-	84280296	84316932
ENSMUST00000111717_at	chr2	-	84283026	84314192
ENSMUST00000111712_at	chr2	-	84283359	84314192
ENSMUST00000111675_at	chr2	-	84440227	84490902
ENSMUST00000111676_at	chr2	-	84440227	84490902
ENSMUST00000099941_at	chr2	-	84440227	84490902
ENSMUST00000111677_at	chr2	-	84440227	84490902
ENSMUST00000111678_at	chr2	-	84440227	84490902
ENSMUST00000111690_at	chr2	-	84440227	84490902
ENSMUST00000111694_at	chr2	-	84440227	84490902
ENSMUST00000111695_at	chr2	-	84440227	84490902
ENSMUST00000111696_at	chr2	-	84440227	84490902
ENSMUST00000111698_at	chr2	-	84440227	84490902
ENSMUST00000111688_at	chr2	-	84440229	84490902
ENSMUST00000111686_at	chr2	-	84440229	84490902
ENSMUST00000111685_at	chr2	-	84440229	84490902
ENSMUST00000111687_at	chr2	-	84440229	84490902
ENSMUST00000111689_at	chr2	-	84440229	84490902
ENSMUST00000111693_at	chr2	-	84440229	84490902
ENSMUST00000111692_at	chr2	-	84440229	84490902
ENSMUST00000111684_at	chr2	-	84440256	84490902
ENSMUST00000066177_at	chr2	-	84440939	84490667
ENSMUST00000036811_at	chr2	-	84440939	84489637
ENSMUST00000111691_at	chr2	-	84440939	84490922
ENSMUST00000067232_at	chr2	-	84440939	84490830
ENSMUST00000111697_at	chr2	-	84440939	84490830
ENSMUST00000111672_at	chr2	-	84443012	84449827
ENSMUST00000111670_at	chr2	-	84449047	84490830
ENSMUST00000117299_at	chr2	-	84509374	84510865
ENSMUST00000102647_at	chr2	-	84509381	84510865
ENSMUST00000102646_at	chr2	-	84509980	84510852
ENSMUST00000111664_at	chr2	-	84511472	84518275
ENSMUST00000111665_at	chr2	-	84511472	84518985
ENSMUST00000053664_at	chr2	-	84511473	84518213
ENSMUST00000102645_at	chr2	+	84518581	84528371
ENSMUST00000104194_at	chr2	-	84540904	84541017
ENSMUST00000028475_at	chr2	-	84563278	84567425
ENSMUST00000111643_at	chr2	+	84574360	84578034
ENSMUST00000090729_at	chr2	+	84574360	84578034
ENSMUST00000083550_at	chr2	-	84581271	84581335
ENSMUST00000111642_at	chr2	-	84605520	84614985
ENSMUST00000023994_at	chr2	-	84605543	84615561
ENSMUST00000111641_at	chr2	-	84605662	84615601
ENSMUST00000102642_at	chr2	+	84638995	84650333
ENSMUST00000111637_at	chr2	+	84638995	84650333
ENSMUST00000028473_at	chr2	+	84638995	84650333
ENSMUST00000056870_at	chr2	-	84651332	84662809
ENSMUST00000028471_at	chr2	-	84651332	84662809
ENSMUST00000028470_at	chr2	+	84667199	84670368
ENSMUST00000111631_at	chr2	+	84667540	84670270
ENSMUST00000121114_at	chr2	+	84679006	84703735
ENSMUST00000028469_at	chr2	+	84679470	84703718
ENSMUST00000111624_at	chr2	+	84680355	84703738
ENSMUST00000111625_at	chr2	+	84680781	84703751
ENSMUST00000054514_at	chr2	-	84712034	84726913
ENSMUST00000090726_at	chr2	+	84776812	84798666
ENSMUST00000028467_at	chr2	+	84820617	84823789
ENSMUST00000028466_at	chr2	+	84828352	84834043
ENSMUST00000099933_at	chr2	-	84836044	84836359
ENSMUST00000111616_at	chr2	-	84836708	84875991
